pair_name,difference_vector,first_caption,second_caption
612_I.jpg,[6 -2 1 1 0 0 0],The iris colors clearly do not look like each other .,The irises have nothing in common .
613_I.jpg,[2 0 -2 1 0 3 -1],The skins here do not share spots .,As shown <COMMA> the people do not share skin spots .
614_I.jpg,[4 -1 -1 1 -2 2 0],The iris colors clearly show disparities .,As shown <COMMA> the people differ in the iris colors .
615_I.jpg,[-6 -1 0 0 -2 0 -1],As shown <COMMA> the iris colors are really dissimilar .,Here <COMMA> the iris colors clearly differ .
616_I.jpg,[-1 -2 1 -1 -2 3 1],As shown <COMMA> the eyebrows really have nothing in common .,The skin spots show differences here .
617_I.jpg,[3 1 0 1 0 3 -1],Here <COMMA> the eyelid shapes fail to match .,Evidently <COMMA> the eyelids have nothing in common .
618_I.jpg,[1 1 1 0 0 0 0],There is a difference in skin spots here .,As shown <COMMA> the skin spots do not match .
619_I.jpg,[-1 0 -1 -2 0 0 0],Here <COMMA> the skin colors fail to match .,The skins do not match in color .
620_I.jpg,[6 1 0 -1 2 0 1],As shown <COMMA> the iris colors are clearly dissimilar .,The irises and eyelids just do not match .
621_I.jpg,[5 0 -3 -1 0 1 1],Here <COMMA> the iris colors clearly do not match .,The people shown have really different iris colors .
622_I.jpg,[0 2 1 0 3 0 0],Here <COMMA> the skin textures do not match .,The skin textures have nothing in common here .
623_I.jpg,[3 0 1 0 0 0 0],As shown <COMMA> the iris colors clearly do not match .,Here <COMMA> the irises show too many differences .
624_I.jpg,[-1 -1 -3 -1 0 2 0],The eyebrow shapes are too different .,As shown <COMMA> the eyebrows have clearly distinct shapes .
625_I.jpg,[0 0 0 0 0 -3 1],The eyelids shown do not match .,Evidently <COMMA> these eyelid shapes fail to match .
626_I.jpg,[4 0 -3 -1 0 1 0],As shown <COMMA> the iris colors are too different .,As shown <COMMA> the eyebrows have very different shapes .
627_I.jpg,[0 1 0 0 0 0 -1],The eyebrow distributions shown are so dissimilar .,As shown <COMMA> the people do not match in the eyebrow distributions .
628_I.jpg,[0 -1 1 0 0 -1 0],The eyebrows are visually distinct .,As shown <COMMA> the eyebrows clearly do not look alike .
629_I.jpg,[3 3 -2 0 0 -2 0],As shown <COMMA> the iris colors and eyebrows distributions are too dissimilar .,Obviously <COMMA> these eyebrows and irises do not match .
630_I.jpg,[2 1 -2 0 0 -1 1],Obviously <COMMA> the eyelids here are undeniably dissimilar .,Obviously <COMMA> the eyebrow distributions here are not shared .
631_I.jpg,[2 0 0 1 0 0 0],As shown <COMMA> the people do not share eyebrows .,Evidently <COMMA> these skin colors do not match .
632_I.jpg,[3 1 1 3 0 -2 0],Obviously <COMMA> the skins shown are too different .,Objectively speaking <COMMA> the skin colors completely fail to match .
633_I.jpg,[-1 0 -1 1 0 -3 0],Evidently <COMMA> these skin spots do not match .,Objectively speaking <COMMA> the eyebrow shapes have nothing in common .
634_I.jpg,[-4 0 0 1 2 0 0],Obviously <COMMA> the irises here clearly show many differences .,Objectively speaking <COMMA> the iris colors are too different .
635_I.jpg,[-4 -2 1 0 2 0 0],Obviously <COMMA> the irises here have nothing in common .,Objectively speaking <COMMA> the people differ greatly in the iris colors .
636_I.jpg,[-6 -1 -1 2 0 0 0],Objectively speaking <COMMA> the iris colors are undeniably different .,Evidently <COMMA> these irises are not shared .
637_I.jpg,[-3 0 0 0 2 1 1],Objectively speaking <COMMA> the iris colors are too different .,Obviously <COMMA> these eyelids have different shapes .
638_I.jpg,[-3 0 -3 -3 0 0 0],Obviously <COMMA> the skin colors shown do not look alike .,Objectively speaking <COMMA> the people do not share the skin color .
639_I.jpg,[2 0 0 1 0 3 0],Obviously <COMMA> the skin spots shown are not shared .,Objectively speaking <COMMA> the skins have very dissimilar spots .
640_I.jpg,[3 1 0 0 2 0 0],Objectively speaking <COMMA> the eyebrow distributions are too dissimilar .,Evidently <COMMA> these eyebrows do not look alike .
641_I.jpg,[0 0 1 0 0 0 -1],Obviously <COMMA> the skins here do not share the same spots .,Objectively speaking <COMMA> the skin spots and eyelid shapes are too distinct .
642_I.jpg,[0 -3 1 0 3 0 0],Obviously <COMMA> the skin textures shown have many disparities .,Objectively speaking <COMMA> the skins and eyebrows are too dissimilar .
643_I.jpg,[0 -1 -1 0 0 1 0],Obviously <COMMA> the eyebrows shown clearly do not look alike .,Objectively speaking <COMMA> the eyebrows have nothing in common .
644_I.jpg,[-5 -1 1 0 -2 1 1],Obviously <COMMA> the iris colors here are undeniably different .,Evidently <COMMA> these irises are too different .
645_I.jpg,[-1 0 -3 -1 0 0 0],Obviously <COMMA> the eyebrows shapes are too different here .,Here <COMMA> the skins do not share spots .
646_I.jpg,[-3 1 -3 1 0 0 0],Obviously <COMMA> the eyebrow shapes are visually different .,Objectively speaking <COMMA> the iris colors and eyebrow shapes are too different .
647_I.jpg,[6 0 1 0 0 2 -1],Objectively speaking <COMMA> the iris colors are just so different .,Obviously <COMMA> the irises and eyebrows shown do not look alike .
648_I.jpg,[3 -1 0 -1 -2 -3 0],Objectively speaking <COMMA> the iris colors and skins have many differences .,Obviously <COMMA> the skins shown are too different .
649_I.jpg,[-2 -1 1 0 0 -3 1],Objectively speaking <COMMA> the eyebrows have different distributions .,Here <COMMA> the eyebrow distributions are too dissimilar .
650_I.jpg,[-5 2 1 0 0 1 0],Evidently <COMMA> the irises and eyebrows are not shared .,Objectively speaking <COMMA> the people do not share iris colors and eyebrow shapes .
651_I.jpg,[3 0 1 1 0 3 0],Obviously <COMMA> the iris colors and eyebrows here do not look alike .,Objectively speaking <COMMA> the skin spots are too dissimilar .
652_I.jpg,[-6 -3 -2 0 2 0 0],Obviously <COMMA> the iris colors here are too distinct .,Objectively speaking <COMMA> the eyebrows and irises are too dissimilar .
653_I.jpg,[-6 0 0 -1 2 3 0],Objectively speaking <COMMA> the iris colors and skin textures clearly have nothing in common .,Here <COMMA> the iris colors are just too different .
654_I.jpg,[3 3 0 0 0 0 1],Objectively speaking <COMMA> the iris colors are just too distinct .,Obviously <COMMA> these irises and eyebrows do not look alike .
655_I.jpg,[6 3 0 1 -2 0 0],Obviously <COMMA> the iris colors and eyebrow distributions are too different .,Objectively speaking <COMMA> the people are too different in the iris colors .
656_I.jpg,[3 1 -3 1 0 0 0],Obviously <COMMA> the irises shown are too different .,Here <COMMA> there are many differences in the eyebrows .
657_I.jpg,[6 1 3 1 0 0 1],Obviously <COMMA> the iris colors and eyelid shapes are too different here .,Evidently <COMMA> the iris colors are not shared .
658_I.jpg,[3 1 -2 1 2 3 0],Obviously <COMMA> the iris colors shown are very dissimilar .,Objectively speaking <COMMA> the skins and eyebrows have nothing in common .
659_I.jpg,[0 0 -1 -1 -2 3 0],Obviously <COMMA> the people here do not share skin spots .,Obviously <COMMA> the skin spots are just so dissimilar .
660_I.jpg,[3 -1 -1 0 0 -3 1],Evidently <COMMA> there are big differences in iris colors .,Obviously <COMMA> the irises here are too dissimilar .
661_I.jpg,[5 1 0 1 0 -3 0],Evidently <COMMA> the irises do not match .,Obviously <COMMA> the irises fail to match here .
662_I.jpg,[0 -2 1 1 0 0 0],Obviously <COMMA> the eyebrow distributions are too dissimilar .,Objectively speaking <COMMA> the eyebrows here are too dissimilar .
663_I.jpg,[1 2 -1 0 -3 -1 0],Visually <COMMA> the skin textures have nothing in common .,Obviously <COMMA> the people shown clearly do not share skin textures .
664_I.jpg,[0 -2 -1 -1 -2 3 0],Obviously <COMMA> the skin textures here are just too different .,Obviously <COMMA> the irises <COMMA> skins and eyebrows have nothing in common .
665_I.jpg,[-3 0 0 -1 2 0 0],Obviously <COMMA> the iris colors and skin textures are too different .,Obviously <COMMA> the people shown clearly do not share skin textures .
666_I.jpg,[-4 0 0 2 0 0 0],Objectively speaking <COMMA> the iris colors are just too different .,Evidently <COMMA> the iris and skin colors are distinct .
667_I.jpg,[-6 -3 1 0 2 -2 -1],Obviously <COMMA> the iris colors here do not match .,Objectively speaking <COMMA> the irises and eyebrows completely fail to match .
668_I.jpg,[0 0 3 3 0 0 -1],Obviously <COMMA> the eyebrows and skin colors are visually distinct .,Objectively speaking <COMMA> the skin colors do not match .
669_I.jpg,[-5 0 0 0 0 3 0],Obviously <COMMA> the irises here are too different .,Evidently <COMMA> these iris colors are too visually different .
670_I.jpg,[-2 0 0 -1 0 -2 -1],Visually <COMMA> the eyelid shapes do not match .,Objectively speaking <COMMA> the eyelid shapes are just to distinct .
671_I.jpg,[0 -3 1 -1 3 3 1],Objectively speaking <COMMA> the skin textures are very distinct here .,Obviously <COMMA> the skins and eyebrows here do not match .
672_I.jpg,[4 0 1 0 0 -3 0],Objectively speaking <COMMA> the iris colors are too different .,Objectively speaking <COMMA> the irises and skins have many visual differences .
673_I.jpg,[-6 0 -1 -1 -2 3 0],Obviously <COMMA> the visual differences in iris colors are too great .,Here <COMMA> the iris colors completely fail to match .
674_I.jpg,[-2 1 0 -1 0 0 1],Obviously <COMMA> the eyebrows and eyelid shapes are vastly different here .,Objectively speaking <COMMA> the eyelids have contrasting shapes .
675_I.jpg,[-3 0 2 -1 0 -2 0],Obviously <COMMA> the iris colors just do not match .,Here <COMMA> the skins have dissimilar spots .
676_I.jpg,[3 1 1 2 0 -2 0],Objectively speaking <COMMA> the skin colors are too dissimilar .,Clearly <COMMA> these eyebrows look visually different .
677_I.jpg,[-2 -1 1 -1 0 -2 0],Objectively speaking <COMMA> the eyebrows and skin spots are vastly different .,Visually <COMMA> the eyebrows are different .
678_I.jpg,[-4 -1 -1 1 0 -1 0],Objectively speaking <COMMA> the eyebrows and skin spots do not match .,Here <COMMA> the skins have contrasting spots .
679_I.jpg,[5 1 1 0 0 0 0],Obviously <COMMA> the iris colors and eyebrow distributions do not match .,Objectively speaking <COMMA> the iris colors and eyebrow distributions do not match here .
680_I.jpg,[0 -1 0 -1 2 -1 0],Objectively speaking <COMMA> the skin textures have nothing in common .,Obviously <COMMA> the eyebrows appear to be very different here .
681_I.jpg,[-5 0 -1 0 -2 -2 1],Objectively speaking <COMMA> the iris colors are too different .,Obviously <COMMA> the irises and eyebrows are vastly different here .
682_I.jpg,[-6 -1 3 -1 0 0 0],Objectively speaking <COMMA> the iris colors and eyebrows look incredibly different .,Objectively speaking <COMMA> the iris colors clearly do not match .
683_I.jpg,[-3 2 0 -1 -2 0 0],Here <COMMA> the people differ in the iris colors .,Objectively speaking <COMMA> the irises and eyebrow just fail to match .
684_I.jpg,[1 -3 -1 0 0 0 -1],Objectively speaking <COMMA> the eyebrow distributions are too dissimilar here .,Objectively speaking <COMMA> the eyebrows and irises completely fail to match .
685_I.jpg,[-6 2 0 3 -2 0 -1],Obviously <COMMA> the iris colors and eyelid shapes do not match .,Objectively speaking <COMMA> the people do not share iris colors .
686_I.jpg,[0 -1 -1 0 3 -2 1],Obviously <COMMA> the skin textures are clearly not shared here .,Here <COMMA> the skins have vastly dissimilar textures .
687_I.jpg,[0 0 -1 -2 0 -3 0],Objectively speaking <COMMA> the skin spots differ greatly .,Clearly <COMMA> the skin colors and spots fail to look alike .
688_I.jpg,[3 0 1 1 0 2 0],Objectively speaking <COMMA> the iris colors and eyelid shapes do not match .,Obviously <COMMA> the irises and eyelids shown are just too distinct .
689_I.jpg,[-3 -1 -1 0 0 -1 -1],Objectively speaking <COMMA> the eyelids and eyebrows are completely dissimilar .,Obviously <COMMA> the eyelids do not match here .
690_I.jpg,[1 1 0 -1 -2 -3 0],Obviously <COMMA> the people shown fail to share skin textures and spots .,There are many differences in skin textures .
691_I.jpg,[-2 -1 3 -1 0 0 -1],Objectively speaking <COMMA> the eyebrow shapes are just too dissimilar .,Obviously <COMMA> the eyebrows and irises do not appear to be alike here .
692_I.jpg,[-2 -1 1 -1 0 -2 0],Objectively speaking <COMMA> the eyebrows and irises look very different .,Objectively speaking <COMMA> the eyebrows and irises look vastly distinct .
693_I.jpg,[-1 -1 0 0 0 2 0],Obviously <COMMA> the skin spots shown are too different .,Objectively speaking <COMMA> the people clearly do not share skin spots .
694_I.jpg,[3 1 -3 1 0 0 1],Objectively speaking <COMMA> the iris colors do not match here .,Clearly <COMMA> the irises have contrasting colors .
695_I.jpg,[5 1 0 1 0 0 0],Here <COMMA> the irises possess different colors .,Objectively speaking <COMMA> the irises and eyelids just do not match .
696_I.jpg,[0 -1 -1 0 0 3 -1],Here <COMMA> the skin spots shown are clearly not shared .,Here <COMMA> the skin spots and eyebrows are visually distinct .
697_I.jpg,[1 0 0 0 2 0 1],Objectively speaking <COMMA> the skin textures and eyelid shapes simply do not match .,Objectively speaking <COMMA> the eyelids are vastly different .
698_I.jpg,[6 0 0 1 0 1 0],Objectively speaking <COMMA> the iris colors are incredibly different .,Evidently <COMMA> the iris colors fail to look alike here .
699_I.jpg,[-1 1 0 1 0 0 1],Here <COMMA> the irises do not share the same color .,Objectively speaking <COMMA> the eyelid shapes have contrasting colors .
700_I.jpg,[0 -2 1 0 2 0 0],Here <COMMA> the eyebrows completely fail to match .,Here <COMMA> the eyebrows appear to be too different .
701_I.jpg,[6 1 0 -1 -2 -2 0],Objectively speaking <COMMA> the iris colors and eyebrows are just so different .,Objectively speaking <COMMA> the iris colors are vastly dissimilar .
702_I.jpg,[-1 0 0 0 0 0 -1],Here <COMMA> the skins have visually dissimilar textures .,Obviously <COMMA> the skin textures are not shared here .
703_I.jpg,[0 0 0 0 0 0 -1],Objectively speaking <COMMA> the eyelid shapes just look dissimilar .,Here <COMMA> the eyelids have distinct shapes .
704_I.jpg,[3 0 0 0 0 0 0],Objectively speaking <COMMA> the iris colors just do not match .,Objectively speaking <COMMA> the irises and eyebrows fail to look alike .
705_I.jpg,[0 -1 -3 2 0 2 1],Here <COMMA> the eyebrow shapes do not match .,Objectively speaking <COMMA> the skins have contrasting spots .
706_I.jpg,[-1 1 -3 1 0 0 0],Here <COMMA> the eyebrow shapes are so vastly distinct .,Objectively speaking <COMMA> the people clearly fail to match in the eyebrows .
707_I.jpg,[0 1 -1 -2 0 -3 1],Here <COMMA> the eyebrows just have many differences .,Objectively speaking <COMMA> the people have really contrasting eyebrows .
708_I.jpg,[1 3 -1 -1 0 0 0],Objectively speaking <COMMA> the eyebrow distributions and skin spots do not match .,There are many visual disparities in eyebrow distributions .
709_I.jpg,[-5 -1 0 -1 -2 0 0],Here <COMMA> the iris colors fail to look alike .,Objectively speaking <COMMA> the iris colors look vastly different .
710_I.jpg,[3 1 2 0 -2 0 -1],Objectively speaking <COMMA> the irises and eyebrows look different here .,Objectively speaking <COMMA> the iris colors are visually distinct .
711_I.jpg,[6 2 -1 0 0 3 1],Here <COMMA> the iris colors and eyebrow distributions clearly do not look alike .,Objectively speaking <COMMA> the iris colors clearly do not match .
712_I.jpg,[-1 0 -3 1 0 3 0],Here <COMMA> the eyebrow shapes are visually distinct .,Objectively speaking <COMMA> the eyebrow shapes clearly do not have anything in common .
713_I.jpg,[3 0 0 0 0 0 1],Objectively speaking <COMMA> the people do not share iris colors .,Here <COMMA> the iris colors shown are completely different .
714_I.jpg,[5 0 2 0 -2 3 0],Objectively speaking <COMMA> the people possess contrasting iris colors .,Objectively speaking <COMMA> the iris colors do not appear to be similar .
715_I.jpg,[0 -1 2 0 0 0 0],Here <COMMA> the eyebrow shapes shown have many differences .,Objectively speaking <COMMA> the eyebrow shapes do not match .
716_I.jpg,[1 0 0 0 0 0 1],Evidently <COMMA> the iris colors and eyelid shapes look distinct .,Here <COMMA> the eyelids here do not match .
717_I.jpg,[0 -2 3 0 2 3 1],Objectively speaking <COMMA> the skins have contrasting textures and spots .,Objectively speaking <COMMA> the skins just look too different .
718_I.jpg,[3 0 1 1 2 -2 0],Evidently <COMMA> the iris colors shown have many differences .,Objectively speaking <COMMA> the iris colors fail to match completely .
719_I.jpg,[1 0 0 1 0 -2 1],Here <COMMA> the skins shown have different spots .,Objectively speaking <COMMA> the skin spots are not shared .
720_I.jpg,[-1 -1 1 1 0 0 0],Here <COMMA> the skin spots are not shared .,Objectively speaking <COMMA> the people clearly do not share skin spots .
721_I.jpg,[0 0 2 -1 -2 3 0],Here <COMMA> the skin spots are different .,Objectively speaking <COMMA> the skin spots are clearly not shared .
722_I.jpg,[0 -2 0 1 3 0 0],Here <COMMA> the skin spots are not shared .,Objectively speaking <COMMA> the skin textures and spots are not shared .
723_I.jpg,[0 0 0 2 0 0 1],Evidently <COMMA> the skin colors have many differences .,Objectively speaking <COMMA> the skin colors just do not match .
724_I.jpg,[3 0 1 1 0 0 0],Evidently <COMMA> the skins and eyebrow show too many differences .,Objectively speaking <COMMA> the people do not share eyebrow distributions .
725_I.jpg,[1 -2 1 1 0 -1 -1],Here <COMMA> the eyebrow shown completely fail to match .,Objectively speaking <COMMA> the people have contrasting eyebrows .
726_I.jpg,[2 2 2 1 -3 2 1],Here <COMMA> the skins have totally dissimilar spots and textures .,Objectively speaking <COMMA> the skins look visually dissimilar .
727_I.jpg,[0 1 1 0 -2 0 0],Objectively speaking <COMMA> the skin textures fail to match .,Here <COMMA> the skin textures have nothing in common .
728_I.jpg,[-3 0 0 -1 0 0 -1],Here <COMMA> the iris colors clearly fail to match .,Objectively speaking <COMMA> the eyelid shapes and iris colors are vastly dissimilar .
729_I.jpg,[3 0 0 1 2 3 1],Obviously <COMMA> the irises and eyelids do not match here .,Here <COMMA> the iris colors are too distinct .
730_I.jpg,[2 -1 -1 1 0 0 0],Here <COMMA> the eyebrows present some visual differences .,Objectively speaking <COMMA> the eyebrow have dissimilar distributions .
731_I.jpg,[-3 1 1 0 0 3 1],Here <COMMA> the spots and eyebrows do not match .,Here <COMMA> there are many differences in the eyebrows .
732_I.jpg,[0 0 -1 -3 -2 -3 0],Objectively speaking <COMMA> the people have contrasting skin colors .,Evidently <COMMA> the skins are incredibly different .
733_I.jpg,[3 1 0 0 0 1 0],Objectively speaking <COMMA> the iris colors are totally different .,Objectively speaking <COMMA> the iris colors just fail to match .
734_I.jpg,[0 1 1 2 0 -3 0],Here <COMMA> the skin colors here just fail to match .,Objectively speaking <COMMA> the eyebrows have contrasting distributions .
735_I.jpg,[0 -1 -1 -1 0 -1 -1],Here <COMMA> the eyelids are simply too different .,Evidently <COMMA> the eyelid shapes fail to match here .
736_I.jpg,[-6 0 -1 0 -2 0 0],Objectively speaking <COMMA> the iris colors are very different .,Objectively speaking <COMMA> the irises completely fail to match .
737_I.jpg,[1 0 1 1 0 2 0],Evidently <COMMA> the spots are different here .,Here <COMMA> the spots fail to match .
738_I.jpg,[-4 0 2 0 0 0 0],Objectively speaking <COMMA> the iris colors are totally distinct here .,Here <COMMA> the people here have different iris colors .
739_I.jpg,[2 1 0 1 0 1 0],Visually <COMMA> the irises and eyebrows do not match .,Objectively speaking <COMMA> the irises <COMMA> skin and eyebrows are just too different .
740_I.jpg,[1 -3 0 -1 3 1 0],Evidently the skin textures look nothing alike .,Objectively speaking <COMMA> the skin textures have nothing in common .
741_I.jpg,[-4 0 -1 1 -2 -2 1],Objectively speaking <COMMA> the iris colors look objectively different .,Objectively speaking <COMMA> the eyelids and irises look too distinct .
742_I.jpg,[0 0 1 -1 0 0 -1],Here <COMMA> the people possess distinct eyelid shapes .,Obviously <COMMA> the eyelid shapes do not match here .
743_I.jpg,[3 3 0 0 2 -2 0],Objectively speaking <COMMA> the iris colors and eyebrow distributions do not match .,Obviously <COMMA> the eyebrows have nothing in common .
744_I.jpg,[-1 0 -1 0 -2 -2 0],Objectively speaking <COMMA> the skins are just too distinct here .,Evidently <COMMA> the skins look distinct .
745_I.jpg,[-4 0 2 0 -2 -3 -1],Objectively speaking <COMMA> the iris colors are too distinct .,Here <COMMA> the irises shown have contrasting colors .
746_I.jpg,[-5 2 0 0 -3 2 0],Objectively speaking <COMMA> the people have nothing in common .,Evidently <COMMA> the people differ in skin textures and iris colors .
747_I.jpg,[0 -3 0 0 0 3 0],Objectively speaking <COMMA> the skin textures are clearly not shared .,Here <COMMA> the skins here have contrasting textures .
748_I.jpg,[-3 -3 2 -1 2 1 0],Objectively speaking <COMMA> the iris colors have nothing in common .,Here <COMMA> the people do not share iris colors .
749_I.jpg,[-2 1 0 0 0 3 0],Objectively speaking <COMMA> the iris colors and eyebrow distributions look very distinct .,Here <COMMA> the irises have nothing in common .
750_I.jpg,[0 -1 0 0 0 0 -1],Evidently <COMMA> the eyelids look nothing alike .,Objectively speaking <COMMA> the people clearly do not share eyebrows .
751_I.jpg,[3 0 -2 0 0 0 -1],Evidently <COMMA> these iris colors are nothing alike .,Objectively speaking <COMMA> the people have nothing in common in the iris colors .
752_I.jpg,[3 1 -1 -1 0 0 -1],Evidently <COMMA> the iris colors here have contrasting colors .,Objectively speaking <COMMA> the iris colors are too distinct .
753_I.jpg,[1 0 0 0 0 0 0],Here <COMMA> the iris colors have contrasting colors .,Obviously <COMMA> the irises are different .
754_I.jpg,[0 -2 0 0 -1 3 0],Here <COMMA> the skin textures do not match completely .,Objectively speaking <COMMA> the eyebrows just look too different .
755_I.jpg,[0 0 1 -1 0 -2 -1],Clearly <COMMA> the eyelids look visually different .,Visually <COMMA> the eyelids shapes are not shared .
756_I.jpg,[0 0 0 0 0 -1 -1],Objectively speaking <COMMA> the skins have different spots .,Here <COMMA> the people have different spots .
757_I.jpg,[0 1 0 1 0 -3 1],Clearly <COMMA> these spots look too different .,Obviously <COMMA> the spots are not shared here .
758_I.jpg,[0 3 0 -1 0 -3 0],Objectively speaking <COMMA> the eyebrows look too different .,Here <COMMA> the eyebrow distributions just look different .
759_I.jpg,[2 0 2 1 0 -1 0],Objectively speaking <COMMA> the spots are not equal .,Here <COMMA> the people do not have equal spots .
760_I.jpg,[5 1 1 0 0 3 0],Here <COMMA> the iris colors are clearly not equal .,Objectively speaking <COMMA> the iris colors are not equal .
761_I.jpg,[0 0 1 0 2 -2 0],Clearly <COMMA> the skin textures do not match .,Objectively speaking <COMMA> the skin textures do not match .
762_I.jpg,[1 1 -1 0 -2 -2 0],Clearly <COMMA> the skins have distinct textures and spots .,Objectively speaking <COMMA> the eyebrow distributions have distinct distributions .
763_I.jpg,[-3 0 -3 -1 0 3 0],These skins have distinct colors and spots .,Clearly <COMMA> the iris colors do not match here .
764_I.jpg,[-6 0 0 -1 0 -2 0],These iris colors have too many differences .,Obviously <COMMA> the iris colors and skin colors fail to match .
765_I.jpg,[0 0 -1 1 2 0 0],Here <COMMA> the irises shown are clearly not equal .,These iris colors are just not equal .
766_I.jpg,[3 0 0 0 0 1 0],These iris colors are totally distinct .,Here <COMMA> the people shown have distinct iris colors .
767_I.jpg,[3 2 1 1 0 -3 0],Here <COMMA> the iris colors and eyebrow distributions are not shared .,These people do not share iris colors .
768_I.jpg,[-6 0 1 0 0 2 1],Clearly <COMMA> the irises look distinct here .,Here <COMMA> the iris colors are not shared .
769_I.jpg,[0 1 -1 0 2 0 1],These people do not share the same eyelid shapes .,Here <COMMA> the eyelids here have distinct shapes .
770_I.jpg,[-2 0 -3 -1 0 0 0],These eyebrows have contrasting distributions .,Clearly <COMMA> the eyebrow shapes and distributions are not equal .
771_I.jpg,[3 1 0 0 2 0 0],These eyelid shapes are just not equal .,Here <COMMA> the people have clearly different eyelid shapes and iris colors .
772_I.jpg,[0 2 0 0 -3 3 -1],As shown here <COMMA> the skins have different textures and spots here .,These skin textures just fail to match .
773_I.jpg,[1 -1 2 0 0 0 -1],As shown here <COMMA> the eyebrow shapes are too different here .,These eyelids are too different .
774_I.jpg,[0 -1 0 0 -2 -3 0],As shown here <COMMA> the skins shown are not shared .,These people do not share skin textures .
775_I.jpg,[-2 0 0 0 0 2 0],As shown here <COMMA> the eyebrows here are totally different .,These eyebrow shapes fail to match .
776_I.jpg,[0 0 2 -1 0 2 -1],Clearly <COMMA> the eyebrows do not look alike .,These eyelid shapes look distinct .
777_I.jpg,[6 1 0 0 -2 -1 0],As shown here <COMMA> the iris colors just look different here .,Here the people do not share iris colors .
778_I.jpg,[0 0 -3 0 0 1 -1],These eyebrow shapes are too distinct here .,Clearly <COMMA> the eyebrow shapes are different .
779_I.jpg,[-4 3 0 0 -1 0 0],These iris colors and skin textures are not shared .,As shown here <COMMA> the skins have clearly different textures .
780_I.jpg,[1 0 -1 0 0 0 0],These eyebrow shapes do not look alike <COMMA> clearly .,Obviously <COMMA> the eyebrow shapes have nothing in common .
781_I.jpg,[0 -2 -1 0 0 0 -1],These eyebrows clearly do not share the same distribution .,As shown here <COMMA> the eyebrow distributions and spots are not equal here .
782_I.jpg,[1 0 -1 -1 -2 -2 0],These skins have different textures and spots .,As shown here <COMMA> the eyebrows do not share the same shape .
783_I.jpg,[2 -3 0 1 3 0 1],As shown here <COMMA> the skin textures are too different here .,These skin textures and eyelid shapes fail to look alike .
784_I.jpg,[3 0 0 0 -2 2 0],Clearly <COMMA> the skins have contrasting textures and spots .,These skin textures do not match <COMMA> clearly .
785_I.jpg,[-5 -1 0 0 0 0 -1],These iris colors are just too different .,These irises do not share the same colors .
786_I.jpg,[1 -3 0 0 0 -3 1],These spots are clearly not shared .,As shown here <COMMA> the people shown have contrasting eyebrows .
787_I.jpg,[-6 0 0 0 0 -3 0],These irises have different colors .,Obviously <COMMA> the iris colors are not shared here .
788_I.jpg,[6 0 0 1 -2 0 0],These people do not share iris colors .,Clearly <COMMA> the skin textures and iris colors are not shared .
789_I.jpg,[-2 0 -1 1 2 0 0],These iris colors have visual differences .,Clearly <COMMA> the skins have different textures .
790_I.jpg,[-1 2 -1 0 0 2 0],These eyebrow distributions are not shared .,These eyebrows have different distributions .
791_I.jpg,[3 0 -1 -1 0 0 -1],It would appear that the iris colors are not shared here .,These eyelid shapes are not shared .
792_I.jpg,[0 3 -2 0 0 -3 1],Obviously <COMMA> the spots are not shared here .,These eyebrows are too different .
793_I.jpg,[1 1 -1 0 0 -3 0],As shown here <COMMA> the eyebrows are just too different here .,As shown here <COMMA> the spots and eyebrow distributions are too different .
794_I.jpg,[-1 2 0 0 -1 0 -1],These skin textures and eyelid shapes are not the same .,As shown here <COMMA> the people shown fail to match in the eyelid shapes .
795_I.jpg,[-3 -3 1 0 3 -3 0],These skin textures are not shared here .,It would appear that the skin textures are different here .
796_I.jpg,[0 0 0 0 0 2 0],As shown here <COMMA> the skin colors are just too different here .,The skins have contrasting colors <COMMA> clearly .
797_I.jpg,[0 0 3 0 2 0 0],It would appear that the skin colors and eyebrows are not the same .,These eyebrows and skins are vastly different .
798_I.jpg,[-2 -1 3 -1 0 0 1],As shown here <COMMA> the iris colors and eyebrow shapes do not match .,These eyelid shapes and eyebrow shapes are not shared .
799_I.jpg,[-6 -1 -1 0 0 -3 1],As shown here <COMMA> the subjects shown have different spots and iris colors .,These iris colors and eyelid shapes do not match .
800_I.jpg,[3 -2 0 -1 2 0 0],As shown here <COMMA> the iris colors are not shared here .,It would appear that there are differences in iris colors .
801_I.jpg,[1 -2 0 0 0 -1 0],These iris colors and eyebrow distributions are not shared .,As shown here <COMMA> the subjects here do not have the same iris colors .
802_I.jpg,[6 0 0 0 2 0 0],Visually <COMMA> the iris colors are not the same .,As shown here <COMMA> the iris colors show many differences here .
803_I.jpg,[-1 1 1 1 -2 -1 0],It would appear that the skin colors and spots are not shared .,These subjects differ immensely in the skins .
804_I.jpg,[3 0 0 0 3 3 -1],These skins have too many differences .,As shown here <COMMA> the skin textures are completely different .
805_I.jpg,[1 1 1 1 -2 3 0],Here <COMMA> the skins do not share the same spots .,These spots are not shared here .
806_I.jpg,[-3 0 -1 1 2 -3 -1],As shown here <COMMA> the spots and eyelid shapes are clearly distinct here .,As shown here <COMMA> the skins and eyelids just do not match here .
807_I.jpg,[0 0 0 -1 -2 0 0],Here <COMMA> the subjects do not have the same skin textures .,These skin textures are very different .
808_I.jpg,[0 0 0 -1 0 3 1],As shown here <COMMA> the spots shown clearly do not match .,These spots are not the same <COMMA> clearly .
